motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K07007_downstream.fna.motif.h1_1.h1_5	K07007_downstream	(0.4,0.44]	(46,54]	27.74	1.1764705882352942	0	27	46	77.54	11	23.91304347826087	0.7	2	6.363636363636363	18.181818181818183
K07007_downstream.fna.motif.h1_4	K07007_downstream	(0.4,0.44]	(46,54]	0.51	36.470588235294116	0	18	45	75.07	7	15.555555555555555	0.6	0	8.571428571428571	0
K07007_downstream.fna.motif.h2_1.h2_2	K07007_downstream	(0.4,0.44]	(46,54]	0.33	42.35294117647059	3.29118e-7	28	70	82.73	16	22.857142857142858	1.5	0	9.375	0
K07007_upstream.fna.motif.h1_1.h2_1	K07007_upstream	(0.36,0.4]	(41,46]	0.34	44.44444444444444	0	26	121	89.57	32	26.446280991735538	1	0	3.125	0
K07007_upstream.fna.motif.h1_2	K07007_upstream	(0.36,0.4]	(41,46]	0.01	55.55555555555556	0	22	32	81.8	10	31.25	0.2	1	2	10
K07015_downstream.fna.motif.h1_1	K07015_downstream	(0.36,0.4]	(35,41]	51.91	5.88235294117647	4.91401	39	43	72.29	7	16.27906976744186	0.6	5	8.571428571428571	71.42857142857143
K07015_downstream.fna.motif.h1_2	K07015_downstream	(0.36,0.4]	(35,41]	82.41	5.88235294117647	6.79234	17	44	68.75	17	38.63636363636363	1.9	7	11.176470588235293	41.17647058823529
K07015_downstream.fna.motif.h1_3	K07015_downstream	(0.36,0.4]	(35,41]	36.57	5.88235294117647	4.73729	39	39	71.54	7	17.94871794871795	0.7	5	10	71.42857142857143
K07015_downstream.fna.motif.h2_1.h2_2	K07015_downstream	(0.36,0.4]	(35,41]	253.55	5.88235294117647	13.4528	43	124	52.82	23	18.548387096774192	10.9	20	47.39130434782609	86.95652173913044
K07015_downstream.fna.motif.h2_3	K07015_downstream	(0.36,0.4]	(35,41]	37.86	5.88235294117647	4.83971	43	60	63.46	7	11.666666666666666	1.3	6	18.571428571428573	85.71428571428571
K07015_upstream.fna.motif.h1_1	K07015_upstream	(0.36,0.4]	(54,63]	6.67	10	0	37	35	61.48	6	17.142857142857142	1.6	0	26.666666666666668	0
K07019_downstream.fna.motif.h2_1.h2_5.h1_3.h1_4.h2_2	K07019_downstream	(0.4,0.44]	(41,46]	0.75	39.43661971830986	0	46	232	65.02	44	18.96551724137931	8.3	0	18.863636363636367	0
K07019_downstream.fna.motif.h2_3	K07019_downstream	(0.4,0.44]	(41,46]	0.31	46.47887323943662	0	37	57	67.73	7	12.280701754385964	1.7	0	24.285714285714285	0
K07019_downstream.fna.motif.h2_4	K07019_downstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	17	51	92.33	8	15.686274509803921	0.1	0	1.25	0
K07019_upstream.fna.motif.h1_1	K07019_upstream	(0.4,0.44]	(46,54]	0.09	57.64705882352941	0	37	44	81.11	10	22.727272727272727	0.8	0	8	0
K07019_upstream.fna.motif.h1_2.h1_4	K07019_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	9.67279e-5	33	53	77.31	5	9.433962264150944	0.2	0	4	0
K07019_upstream.fna.motif.h1_5	K07019_upstream	(0.4,0.44]	(46,54]	0.07	58.82352941176471	0	29	44	84.49	11	25	1.5	0	13.636363636363635	0
K07019_upstream.fna.motif.h2_1.h2_3	K07019_upstream	(0.4,0.44]	(46,54]	0.22	48.23529411764706	0	41	91	81.44	18	19.78021978021978	1.4	0	7.777777777777778	0
K07019_upstream.fna.motif.h2_2	K07019_upstream	(0.4,0.44]	(46,54]	0.58	35.294117647058826	0.00525653	38	65	73.19	5	7.6923076923076925	0.6	1	12	20
K07037_downstream.fna.motif.h1_3	K07037_downstream	(0.4,0.44]	(35,41]	0.01	75	0	27	46	78.94	7	15.217391304347828	0.7	0	10	0
K07037_downstream.fna.motif.h1_4	K07037_downstream	(0.4,0.44]	(35,41]	0.19	43.75	0	22	33	75	6	18.181818181818183	0	0	0	0
K07037_downstream.fna.motif.h1_5	K07037_downstream	(0.4,0.44]	(35,41]	12.13	6.25	0.844541	31	53	79.91	10	18.867924528301888	1	0	10	0
K07037_downstream.fna.motif.h2_1	K07037_downstream	(0.4,0.44]	(35,41]	0.02	75	0	31	54	76.23	9	16.666666666666664	0.4	0	4.444444444444445	0
K07037_downstream.fna.motif.h2_2	K07037_downstream	(0.4,0.44]	(35,41]	0.04	56.25	6.42482e-7	33	66	79.55	12	18.181818181818183	1.4	0	11.666666666666666	0
K07037_downstream.fna.motif.h2_3	K07037_downstream	(0.4,0.44]	(35,41]	0.05	56.25	0	29	55	77.76	8	14.545454545454545	0.7	0	8.75	0
K07037_upstream.fna.motif.h1_2	K07037_upstream	(0.4,0.44]	(46,54]	0.33	42.35294117647059	1.00424	21	49	84.41	15	30.612244897959183	0.4	0	2.666666666666667	0
K07037_upstream.fna.motif.h1_3.h2_1	K07037_upstream	(0.4,0.44]	(46,54]	46.56	1.1764705882352942	0.625451	58	74	64.05	14	18.91891891891892	5	1	35.714285714285715	7.142857142857142
K07037_upstream.fna.motif.h1_5	K07037_upstream	(0.4,0.44]	(46,54]	0.71	31.764705882352942	0	58	47	66.07	6	12.76595744680851	2.1	0	35	0
K07040_downstream.fna.motif.h1_4	K07040_downstream	(0.4,0.44]	(35,41]	21.82	6.25	4.1379	4	46	66.76	15	32.608695652173914	0.1	1	0.6666666666666667	6.666666666666667
K07040_upstream.fna.motif.h1_1	K07040_upstream	(0.4,0.44]	(54,63]	12.05	20	2.95674	22	35	71.38	10	28.57142857142857	0.5	1	5	10
K07053_downstream.fna.motif.h1_1	K07053_downstream	(0.36,0.4]	(35,41]	2.05	29.41176470588235	0.716865	11	31	85.34	9	29.03225806451613	0	1	0	11.11111111111111
K07053_downstream.fna.motif.h1_5.h2_2	K07053_downstream	(0.36,0.4]	(35,41]	0.13	47.05882352941176	0	24	75	77.74	15	20	1.3	0	8.666666666666668	0
K07053_downstream.fna.motif.h2_3	K07053_downstream	(0.36,0.4]	(35,41]	0.07	58.8235294117647	0	25	54	80.72	9	16.666666666666664	0	0	0	0
K07053_downstream.fna.motif.h2_4	K07053_downstream	(0.36,0.4]	(35,41]	0.02	82.35294117647058	0	25	82	76.33	17	20.73170731707317	1.6	0	9.411764705882353	0
K07053_upstream.fna.motif.h1_2	K07053_upstream	(0.36,0.4]	(46,54]	0.05	66.66666666666666	0	37	33	77.46	7	21.21212121212121	0.9	0	12.85714285714286	0
K07056_upstream.fna.motif.h1_4	K07056_upstream	(0.4,0.44]	(41,46]	1.59	33.802816901408455	1.83685e-4	33	57	72.86	19	33.33333333333333	3.2	0	16.842105263157894	0
K07071_downstream.fna.motif.h1_3	K07071_downstream	(0.4,0.44]	(41,46]	0.03	67.60563380281691	0	13	30	83.46	5	16.666666666666664	0.2	0	4	0
K07071_downstream.fna.motif.h1_4	K07071_downstream	(0.4,0.44]	(41,46]	0.61	40.845070422535215	0	63	41	70.15	5	12.195121951219512	0.6	0	12	0
K07071_downstream.fna.motif.h2_3	K07071_downstream	(0.4,0.44]	(41,46]	14.73	1.4084507042253522	0.0143978	17	61	83.45	14	22.950819672131146	0.4	0	2.857142857142857	0
K07071_upstream.fna.motif.h1_5	K07071_upstream	(0.4,0.44]	(46,54]	1	28.235294117647058	0.992882	15	52	86.5	16	30.76923076923077	0.3	0	1.875	0
K07074_downstream.fna.motif.h1_1	K07074_downstream	(0.4,0.44]	(35,41]	0.02	75	0	11	32	80.82	5	15.625	0.1	0	2	0
K07074_upstream.fna.motif.h1_1	K07074_upstream	(0.36,0.4]	(46,54]	0.01	80.55555555555556	0	8	42	88.93	11	26.190476190476193	0	1	0	9.090909090909092
K07074_upstream.fna.motif.h2_2	K07074_upstream	(0.36,0.4]	(46,54]	0.08	63.888888888888886	0	10	62	85.62	12	19.35483870967742	0	0	0	0
K07079_downstream.fna.motif.h2_1	K07079_downstream	(0.4,0.44]	(35,41]	0.03	56.25	0	24	43	84.43	8	18.6046511627907	0.6	0	7.5	0
K07079_downstream.fna.motif.h2_2	K07079_downstream	(0.4,0.44]	(35,41]	5.15	6.25	0	49	53	67.95	10	18.867924528301888	1.2	0	12	0
K07079_upstream.fna.motif.h1_1	K07079_upstream	(0.36,0.4]	(46,54]	0.08	63.888888888888886	0	15	34	87.19	10	29.411764705882355	0	0	0	0
K07079_upstream.fna.motif.h1_4	K07079_upstream	(0.36,0.4]	(46,54]	1.52	25	6.94826e-7	15	45	86.08	14	31.11111111111111	0.1	0	0.7142857142857143	0
K07079_upstream.fna.motif.h1_5	K07079_upstream	(0.36,0.4]	(46,54]	13.69	5.555555555555555	0	21	33	78.37	5	15.151515151515152	0.6	3	12	60
K07086_downstream.fna.motif.h1_1	K07086_downstream	(0.4,0.44]	(54,63]	2.39	70	0	19	36	86.19	11	30.555555555555557	0.2	0	1.8181818181818183	0
K07086_downstream.fna.motif.h1_4.h2_1.h1_2.h1_3	K07086_downstream	(0.4,0.44]	(54,63]	0.18	90	0	30	86	87.46	18	20.930232558139537	1.1	0	6.111111111111112	0
K07086_downstream.fna.motif.h1_5	K07086_downstream	(0.4,0.44]	(54,63]	1.08	76.66666666666667	9.72382e-7	34	72	80.82	9	12.5	0.9	1	10	11.11111111111111
K07086_upstream.fna.motif.h1_1	K07086_upstream	(0.4,0.44]	(41,46]	12.42	1.4084507042253522	1.72059	45	34	72.21	6	17.647058823529413	0.7	0	11.666666666666666	0
K07086_upstream.fna.motif.h2_3	K07086_upstream	(0.4,0.44]	(41,46]	32.3	1.4084507042253522	0.0599132	51	63	70.43	11	17.46031746031746	2.5	0	22.727272727272727	0
K07090_upstream.fna.motif.h1_3	K07090_upstream	(0.4,0.44]	(41,46]	11.56	1.4084507042253522	0.00475282	29	46	84.45	12	26.08695652173913	0.3	0	2.5	0
K07090_upstream.fna.motif.h1_4	K07090_upstream	(0.4,0.44]	(41,46]	0.05	64.7887323943662	0.00741127	25	62	85.83	18	29.03225806451613	0.5	0	2.7777777777777777	0
K07119_downstream.fna.motif.h2_1	K07119_downstream	(0.36,0.4]	(35,41]	4.98	17.64705882352941	0.962777	5	59	68.83	13	22.033898305084744	0	1	0	7.6923076923076925
K07120_downstream.fna.motif.h1_1	K07120_downstream	(0.36,0.4]	(54,63]	0.02	90	0	23	44	85.67	14	31.818181818181817	0.6	0	4.285714285714286	0
K07120_upstream.fna.motif.h1_1	K07120_upstream	(0.4,0.44]	(46,54]	0.72	31.764705882352942	0	18	32	88.97	7	21.875	0	0	0	0
K07120_upstream.fna.motif.h2_1	K07120_upstream	(0.4,0.44]	(46,54]	0.26	47.05882352941177	0.00626327	6	54	76.11	15	27.77777777777778	0	0	0	0
K07171_upstream.fna.motif.h1_1	K07171_upstream	(0.36,0.4]	(46,54]	30.71	2.7777777777777777	0	65	32	62.29	8	25	3.6	0	45	0
K07171_upstream.fna.motif.h1_2	K07171_upstream	(0.36,0.4]	(46,54]	179.94	2.7777777777777777	0	101	42	44.84	9	21.428571428571427	6.9	8	76.66666666666667	88.88888888888889
K07190_downstream.fna.motif.h1_4	K07190_downstream	(0.48,1]	(35,41]	2.05	35.71428571428571	0	23	42	86.04	14	33.33333333333333	1.1	0	7.8571428571428585	0
K07190_downstream.fna.motif.h2_2	K07190_downstream	(0.48,1]	(35,41]	0.07	50	9.91804e-4	24	50	85.03	14	28.000000000000004	1.2	0	8.571428571428571	0
K07217_downstream.fna.motif.h2_1	K07217_downstream	(0.4,0.44]	(35,41]	89.29	6.25	0	17	57	48.75	12	21.052631578947366	2.2	8	18.333333333333336	66.66666666666666
K07217_upstream.fna.motif.h1_5	K07217_upstream	(0.36,0.4]	(41,46]	94.29	11.11111111111111	0.110351	32	50	45.49	14	28.000000000000004	6.7	10	47.85714285714286	71.42857142857143
K07217_upstream.fna.motif.h2_2	K07217_upstream	(0.36,0.4]	(41,46]	25.08	11.11111111111111	0	16	69	52.46	18	26.08695652173913	3.2	1	17.77777777777778	5.555555555555555
K07226_upstream.fna.motif.h1_5	K07226_upstream	(0.4,0.44]	(46,54]	0.26	47.05882352941177	0.803274	14	48	80.52	11	22.916666666666664	0	0	0	0
K07226_upstream.fna.motif.h2_2	K07226_upstream	(0.4,0.44]	(46,54]	0.17	48.23529411764706	0.808736	15	54	80.69	9	16.666666666666664	0.1	0	1.1111111111111112	0
K07240_downstream.fna.motif.h1_1.h2_4	K07240_downstream	(0.44,0.48]	(41,46]	0.09	62.5	0	9	73	93.72	11	15.068493150684931	0	0	0	0
K07240_downstream.fna.motif.h1_3	K07240_downstream	(0.44,0.48]	(41,46]	0.04	62.5	0	4	34	95.44	11	32.35294117647059	0	0	0	0
K07240_downstream.fna.motif.h1_4.h2_3.h1_2	K07240_downstream	(0.44,0.48]	(41,46]	0.29	62.5	0	14	127	89.88	27	21.25984251968504	0.1	0	0.3703703703703704	0
K07240_downstream.fna.motif.h2_1	K07240_downstream	(0.44,0.48]	(41,46]	1.65	18.75	0	10	55	91.11	16	29.09090909090909	0.1	0	0.625	0
K07240_downstream.fna.motif.h2_2	K07240_downstream	(0.44,0.48]	(41,46]	31.59	6.25	0.00465918	15	54	84.77	14	25.925925925925924	0.5	0	3.571428571428571	0
K07242_upstream.fna.motif.h1_1	K07242_upstream	(0.36,0.4]	(41,46]	1.9	11.11111111111111	0	3	42	85.24	12	28.57142857142857	0	0	0	0
K07242_upstream.fna.motif.h1_3	K07242_upstream	(0.36,0.4]	(41,46]	0.36	33.33333333333333	0	4	32	79.03	9	28.125	0.1	0	1.1111111111111112	0
K07243_upstream.fna.motif.h1_1	K07243_upstream	(0.36,0.4]	(54,63]	81.7	10	0.917434	36	46	62.16	15	32.608695652173914	3.8	6	25.33333333333333	40
K07243_upstream.fna.motif.h1_2	K07243_upstream	(0.36,0.4]	(54,63]	76.25	10	0.901151	42	64	57.28	22	34.375	8.6	4	39.090909090909086	18.181818181818183
K07251_upstream.fna.motif.h1_1	K07251_upstream	(0,0.36]	(35,41]	42.1	49.99999999999999	4.05096	8	36	51.81	12	33.33333333333333	1	5	8.333333333333332	41.66666666666667
K07251_upstream.fna.motif.h1_4	K07251_upstream	(0,0.36]	(35,41]	98.02	33.33333333333333	2.39918	17	52	47.7	14	26.923076923076923	3.3	8	23.57142857142857	57.14285714285714
K07251_upstream.fna.motif.h1_5	K07251_upstream	(0,0.36]	(35,41]	23.09	49.99999999999999	1.53013	17	39	61.89	13	33.33333333333333	1.2	3	9.23076923076923	23.076923076923077
K07251_upstream.fna.motif.h2_1	K07251_upstream	(0,0.36]	(35,41]	26.09	49.99999999999999	4.7166e-4	20	84	52.9	13	15.476190476190476	2.1	1	16.153846153846153	7.6923076923076925
K07259_downstream.fna.motif.h1_2	K07259_downstream	(0.4,0.44]	(35,41]	1.96	12.5	0.800334	21	53	82.99	13	24.528301886792452	0.5	0	3.8461538461538463	0
K07259_downstream.fna.motif.h2_2	K07259_downstream	(0.4,0.44]	(35,41]	0.07	56.25	0	28	41	75.01	13	31.70731707317073	2.1	0	16.153846153846153	0
K07259_downstream.fna.motif.h2_4	K07259_downstream	(0.4,0.44]	(35,41]	0.44	31.25	7.86911e-5	28	95	81.79	13	13.684210526315791	0.6	0	4.615384615384615	0
K07263_upstream.fna.motif.h1_1	K07263_upstream	(0.4,0.44]	(46,54]	38.68	1.1764705882352942	4.72557	24	32	70.12	10	31.25	0.6	2	6	20
K07263_upstream.fna.motif.h1_2	K07263_upstream	(0.4,0.44]	(46,54]	105.02	1.1764705882352942	4.71678	45	48	78.23	14	29.166666666666668	2.6	3	18.571428571428573	21.428571428571427
K07263_upstream.fna.motif.h1_3	K07263_upstream	(0.4,0.44]	(46,54]	0.08	57.64705882352941	0	44	36	84.72	6	16.666666666666664	0	0	0	0
K07300_downstream.fna.motif.h1_2	K07300_downstream	(0.44,0.48]	(35,41]	12.52	50	1.43069	13	46	67.7	9	19.565217391304348	0.1	1	1.1111111111111112	11.11111111111111
K07301_downstream.fna.motif.h1_2.h1_3	K07301_downstream	(0.4,0.44]	(41,46]	1.04	36.61971830985916	0	25	68	79.55	15	22.058823529411764	1.3	0	8.666666666666668	0
K07301_downstream.fna.motif.h1_4	K07301_downstream	(0.4,0.44]	(41,46]	0.93	36.61971830985916	0	23	40	82.71	10	25	0.6	0	6	0
K07301_downstream.fna.motif.h1_5	K07301_downstream	(0.4,0.44]	(41,46]	0.71	39.43661971830986	0.238225	17	33	88.43	8	24.242424242424242	0.1	0	1.25	0
K07301_downstream.fna.motif.h2_2.h2_5.h2_4	K07301_downstream	(0.4,0.44]	(41,46]	2.48	29.577464788732396	0	39	238	78.04	38	15.966386554621847	5.6	0	14.736842105263156	0
K07301_downstream.fna.motif.h2_3	K07301_downstream	(0.4,0.44]	(41,46]	2.02	29.577464788732396	0.202301	30	80	78.31	15	18.75	1.6	0	10.666666666666668	0
K07301_upstream.fna.motif.h1_2	K07301_upstream	(0.4,0.44]	(41,46]	2.12	29.577464788732396	0	21	32	81.93	10	31.25	0.1	0	1	0
K07301_upstream.fna.motif.h1_4	K07301_upstream	(0.4,0.44]	(41,46]	0.04	64.7887323943662	0	25	38	86.22	9	23.684210526315788	0.5	0	5.555555555555555	0
K07301_upstream.fna.motif.h1_5.h2_1.h2_3	K07301_upstream	(0.4,0.44]	(41,46]	0.18	50.70422535211268	0	34	168	81.45	39	23.214285714285715	3.8	0	9.7435897435897445	0
K07301_upstream.fna.motif.h2_2.h2_4.h1_3	K07301_upstream	(0.4,0.44]	(41,46]	85.76	1.4084507042253522	8.15377e-6	37	164	74.4	34	20.73170731707317	5	0	14.705882352941178	0
K07305_downstream.fna.motif.h1_4	K07305_downstream	(0.44,0.48]	(41,46]	0.03	62.5	0	21	33	83.59	5	15.151515151515152	0	0	0	0
K07305_upstream.fna.motif.h1_2	K07305_upstream	(0.4,0.44]	(46,54]	0.13	54.11764705882353	0	39	35	78.67	8	22.857142857142858	1.3	0	16.25	0
K07305_upstream.fna.motif.h2_1	K07305_upstream	(0.4,0.44]	(46,54]	1.18	25.88235294117647	0	58	76	70.77	13	17.105263157894736	2.3	0	17.69230769230769	0
K07339_upstream.fna.motif.h1_2	K07339_upstream	(0.36,0.4]	(41,46]	22.23	11.11111111111111	3.89766	6	40	44.44	11	27.500000000000004	1	5	9.090909090909092	45.45454545454545
K07340_downstream.fna.motif.h1_3	K07340_downstream	(0.4,0.44]	(46,54]	1.22	25.88235294117647	2.41292	27	47	68.39	17	36.17021276595745	3	11	17.647058823529413	64.70588235294117
K07340_downstream.fna.motif.h2_2	K07340_downstream	(0.4,0.44]	(46,54]	26.74	1.1764705882352942	0	45	93	57.77	26	27.956989247311824	11.3	11	43.46153846153846	42.30769230769231
K07390_downstream.fna.motif.h1_2	K07390_downstream	(0.4,0.44]	(46,54]	0.17	48.23529411764706	0	45	33	75.81	6	18.181818181818183	0.2	0	3.3333333333333335	0
K07390_downstream.fna.motif.h2_2	K07390_downstream	(0.4,0.44]	(46,54]	2.04	20	0	56	66	69.98	12	18.181818181818183	2.7	0	22.5	0
K07399_downstream.fna.motif.h1_2	K07399_downstream	(0.4,0.44]	(41,46]	12.81	1.4084507042253522	0	54	32	80.2	5	15.625	0.4	1	8	20
K07399_downstream.fna.motif.h1_3.h2_4	K07399_downstream	(0.4,0.44]	(41,46]	1.36	33.802816901408455	0	70	76	63.51	7	9.210526315789473	1.7	0	24.285714285714285	0
K07399_downstream.fna.motif.h1_5	K07399_downstream	(0.4,0.44]	(41,46]	0.02	69.01408450704226	0.126743	19	41	80.58	4	9.75609756097561	0.1	1	2.5	25
K07399_downstream.fna.motif.h2_1.h2_3	K07399_downstream	(0.4,0.44]	(41,46]	13.94	1.4084507042253522	0	66	124	67.82	12	9.67741935483871	2.5	0	20.833333333333336	0
K07399_downstream.fna.motif.h2_2	K07399_downstream	(0.4,0.44]	(41,46]	0.34	46.47887323943662	0	20	45	84.49	9	20	0.3	0	3.3333333333333335	0
K07456_upstream.fna.motif.h1_1	K07456_upstream	(0.4,0.44]	(46,54]	0.37	40	0	22	31	85.03	9	29.03225806451613	0.2	1	2.2222222222222223	11.11111111111111
K07456_upstream.fna.motif.h1_4	K07456_upstream	(0.4,0.44]	(46,54]	12.91	3.5294117647058822	0	29	48	79.53	10	20.833333333333336	0.5	0	5	0
K07460_downstream.fna.motif.h1_1	K07460_downstream	(0.44,0.48]	(46,54]	0.19	48.648648648648646	0	58	31	75.6	4	12.903225806451612	0.8	0	20	0
K07460_downstream.fna.motif.h1_2	K07460_downstream	(0.44,0.48]	(46,54]	5.37	16.216216216216218	0	46	31	82.11	4	12.903225806451612	0.2	0	5	0
K07460_downstream.fna.motif.h1_5	K07460_downstream	(0.44,0.48]	(46,54]	0.08	64.86486486486487	0	59	51	75.59	8	15.686274509803921	1.6	0	20	0
K07460_downstream.fna.motif.h2_1	K07460_downstream	(0.44,0.48]	(46,54]	0.42	37.83783783783784	0	58	43	76.34	12	27.906976744186046	3.2	0	26.666666666666668	0
K07460_downstream.fna.motif.h2_2	K07460_downstream	(0.44,0.48]	(46,54]	0.05	70.27027027027027	0	45	55	73.08	5	9.090909090909092	0.8	1	16	20
K07460_downstream.fna.motif.h2_3	K07460_downstream	(0.44,0.48]	(46,54]	10.18	16.216216216216218	0	52	46	76.45	6	13.043478260869565	0.4	0	6.666666666666667	0
K07462_upstream.fna.motif.h1_2	K07462_upstream	(0.4,0.44]	(41,46]	73.04	1.4084507042253522	0	38	46	49.15	15	32.608695652173914	6.3	4	42	26.666666666666668
K07478_downstream.fna.motif.h1_1.h2_3	K07478_downstream	(0.4,0.44]	(46,54]	0.02	75.29411764705883	0	35	110	78.05	16	14.545454545454545	2.4	0	15	0
K07478_downstream.fna.motif.h1_5.h2_5.h2_4	K07478_downstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	30	120	86.89	35	29.166666666666668	2	0	5.714285714285714	0
K07486_upstream.fna.motif.h1_4	K07486_upstream	(0.44,0.48]	(46,54]	41.39	2.7027027027027026	6.16687	18	61	65.52	16	26.229508196721312	1	3	6.25	18.75
K07486_upstream.fna.motif.h2_1	K07486_upstream	(0.44,0.48]	(46,54]	22.26	8.108108108108109	1.72235	9	45	73.89	13	28.888888888888886	0.2	1	1.5384615384615385	7.6923076923076925
K07491_downstream.fna.motif.h1_1	K07491_downstream	(0.44,0.48]	(35,41]	74.86	50	1.99486	27	43	64.73	12	27.906976744186046	1.1	5	9.166666666666668	41.66666666666667
K07491_downstream.fna.motif.h1_4	K07491_downstream	(0.44,0.48]	(35,41]	434.53	50	3.62321	100	49	51.69	12	24.489795918367346	6.4	8	53.333333333333336	66.66666666666666
K07491_downstream.fna.motif.h2_1	K07491_downstream	(0.44,0.48]	(35,41]	229.92	50	6.37608	34	60	52.92	16	26.666666666666668	4	10	25	62.5
K07491_upstream.fna.motif.h2_1	K07491_upstream	(0.4,0.44]	(41,46]	188.8	1.4084507042253522	3.76487	46	60	56.36	16	26.666666666666668	3.9	11	24.375	68.75
K07491_upstream.fna.motif.h2_2	K07491_upstream	(0.4,0.44]	(41,46]	87.46	1.4084507042253522	3.25285	26	48	58.03	9	18.75	2	7	22.22222222222222	77.77777777777779
K07496_downstream.fna.motif.h2_3	K07496_downstream	(0.44,0.48]	(41,46]	2249.87	6.25	3.70637	650	68	49.8	13	19.11764705882353	11.1	11	85.38461538461539	84.61538461538461
K07496_upstream.fna.motif.h1_3	K07496_upstream	(0.4,0.44]	(46,54]	1267.58	1.1764705882352942	4.13909	478	71	49.13	13	18.30985915492958	12.1	12	93.07692307692308	92.3076923076923
K07566_downstream.fna.motif.h1_1	K07566_downstream	(0.4,0.44]	(46,54]	9.57	4.705882352941177	1.93502	17	43	88.04	12	27.906976744186046	0.2	2	1.6666666666666667	16.666666666666664
K07566_downstream.fna.motif.h1_2	K07566_downstream	(0.4,0.44]	(46,54]	15.53	2.3529411764705883	0	36	37	90.14	9	24.324324324324326	0	0	0	0
K07566_downstream.fna.motif.h2_1.h2_2	K07566_downstream	(0.4,0.44]	(46,54]	33.48	1.1764705882352942	0.7995	48	92	87.82	20	21.73913043478261	0	1	0	5
K07726_downstream.fna.motif.h1_2	K07726_downstream	(0.4,0.44]	(41,46]	0.28	46.47887323943662	0	2	34	94.12	9	26.47058823529412	0	0	0	0
K07727_upstream.fna.motif.h1_2.h2_1.h2_2.h2_4	K07727_upstream	(0.4,0.44]	(35,41]	359.53	6.25	2.84803	72	133	42.16	24	18.045112781954884	15.6	17	65	70.83333333333334
K07738_downstream.fna.motif.h1_2.h1_4	K07738_downstream	(0.4,0.44]	(54,63]	30.61	6.666666666666667	3.65973	53	54	66.07	12	22.22222222222222	1.2	3	10	25
K07738_downstream.fna.motif.h2_1.h2_2	K07738_downstream	(0.4,0.44]	(54,63]	96.88	3.3333333333333335	5.25351	59	93	60.15	20	21.50537634408602	5.5	8	27.500000000000004	40
K07738_upstream.fna.motif.h1_1	K07738_upstream	(0.4,0.44]	(46,54]	85.99	1.1764705882352942	4.85305	53	35	63.24	12	34.285714285714285	2.5	7	20.833333333333336	58.333333333333336
K07738_upstream.fna.motif.h1_2.h1_4.h1_5	K07738_upstream	(0.4,0.44]	(46,54]	81.01	1.1764705882352942	3.00752	41	82	64.93	20	24.390243902439025	4.7	7	23.5	35
K07738_upstream.fna.motif.h2_1	K07738_upstream	(0.4,0.44]	(46,54]	74.73	1.1764705882352942	4.82859	37	92	67.09	21	22.82608695652174	3.9	6	18.571428571428573	28.57142857142857
K07746_upstream.fna.motif.h1_1	K07746_upstream	(0.4,0.44]	(41,46]	63.1	1.4084507042253522	0.98573	56	31	56.44	7	22.58064516129032	2.3	1	32.857142857142854	14.285714285714285
K08234_upstream.fna.motif.h2_1	K08234_upstream	(0.4,0.44]	(46,54]	0.44	37.64705882352941	2.93698e-4	18	68	78.64	10	14.705882352941178	1.1	0	11.000000000000002	0
K08289_upstream.fna.motif.h1_1.h2_1	K08289_upstream	(0.4,0.44]	(54,63]	0.04	90	0.00276871	28	97	82.76	15	15.463917525773196	1.1	0	7.333333333333333	0
K08289_upstream.fna.motif.h1_2	K08289_upstream	(0.4,0.44]	(54,63]	0.16	90	0.0152783	23	37	84.3	5	13.513513513513514	0	0	0	0
K08289_upstream.fna.motif.h1_3	K08289_upstream	(0.4,0.44]	(54,63]	0.01	93.33333333333334	0	17	37	84.84	6	16.216216216216218	0	0	0	0
K08480_downstream.fna.motif.h2_5	K08480_downstream	(0.48,1]	(0,35]	8.07	7.142857142857142	5.79571	3	92	63.24	13	14.130434782608695	0	0	0	0
K08480_upstream.fna.motif.h2_2	K08480_upstream	(0.4,0.44]	(41,46]	34.79	1.4084507042253522	1.73094	24	85	67.49	17	20	1.8	2	10.588235294117647	11.76470588235294
K08481_upstream.fna.motif.h1_2	K08481_upstream	(0.36,0.4]	(54,63]	1.2	40	0.602974	20	32	81.84	9	28.125	0.5	1	5.555555555555555	11.11111111111111
K08481_upstream.fna.motif.h1_3	K08481_upstream	(0.36,0.4]	(54,63]	0.14	60	0	23	36	85.8	6	16.666666666666664	0.3	0	5	0
K08482_downstream.fna.motif.h1_2	K08482_downstream	(0.44,0.48]	(41,46]	0.01	81.25	0	56	36	70.02	3	8.333333333333332	0.2	0	6.666666666666667	0
K08482_downstream.fna.motif.h1_3.h2_2.h1_5	K08482_downstream	(0.44,0.48]	(41,46]	0.43	62.5	0	62	99	54.04	4	4.040404040404041	0.8	0	20	0
K08482_downstream.fna.motif.h2_1.h2_3	K08482_downstream	(0.44,0.48]	(41,46]	4.78	6.25	0	63	112	66.65	6	5.357142857142857	1.7	0	28.333333333333332	0
